Label,P1:string,P2:string,P3:url,P4:string,P5:time,P6:time,P7:string,P8:string,P9:string,P10:string,P11:string,QID
Henry Drummond,Henry Drummond,Reino Unido de Gran Bretaña e Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/Drummond%20Henry%20frontispiece.jpg,Stirling,+1851-08-17T00:00:00Z,+1897-03-11T00:00:00Z,,,,,405,Q553
Henry Ford,Henry Ford,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20ford%201919.jpg,Municipio de Greenfield (Míchigan),+1863-07-30T00:00:00Z,+1947-04-07T00:00:00Z,,,,"Gran Cruz de la Orden del Águila Alemana, Orden de la Corona de Rumania, Medalla Elliott Cresson, National Inventors Hall of Fame",11190,Q554
Henry James,Henry James,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20James%20by%20John%20Singer%20Sargent%20cleaned.jpg,Nueva York,+1843-01-01T00:00:00Z,+1916-01-01T00:00:00Z,Literatura gótica,Realismo literario,"Daisy Miller, The Turn of the Screw, Los embajadores, Retrato de una dama","Orden del Mérito del Reino Unido, Premio Nacional del Libro de no ficción",393,Q555
Henry Miller,Henry Miller,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Miller%201940.jpg,Nueva York,+1891-12-26T00:00:00Z,+1980-06-07T00:00:00Z,,,"Trópico de Cáncer, La crucifixión rosa, Primavera negra, El coloso de marusi, Trópico de Capricornio",,10143,Q556
Henry Morley,Henry Morley,Reino Unido de Gran Bretaña e Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Morley.jpg,Londres,+1822-09-15T00:00:00Z,+1894-05-14T00:00:00Z,,,,,73270,Q557
Henry Swinburne,Henry Swinburne,Reino Unido de Gran Bretaña e Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Swinburne%20Wax%20Portrait.jpg,Brístol,+1743-07-08T00:00:00Z,+1803-04-01T00:00:00Z,,,,,68518,Q558
Herbert Spencer,Herbert Spencer,Reino Unido de Gran Bretaña e Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/Herbert%20Spencer.jpg,Derby,+1820-04-27T00:00:00Z,+1903-12-08T00:00:00Z,,"Positivismo, Utilitarismo, Librepensador",,,1012,Q559
Herman Melville,Herman Melville,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Herman%20Melville%20by%20Joseph%20O%20Eaton.jpg,Manhattan,+1819-08-01T00:00:00Z,+1891-09-28T00:00:00Z,Literatura de viajes,Romanticismo,Moby Dick,Premio Nacional del Libro de no ficción,1550,Q560
Hermenegildo Giner de los Ríos,Hermenegildo Giner de los Ríos,España,http://commons.wikimedia.org/wiki/Special:FilePath/Hermenegildo%20Giner%20de%20los%20R%C3%ADos.png,Barcelona,+1847-01-01T00:00:00Z,+1923-01-01T00:00:00Z,,,,,35890,Q561
Herminio Almendros,Herminio Almendros,España,http://commons.wikimedia.org/wiki/Special:FilePath/Herminio%20Almendros%20Ib%C3%A1%C3%B1ez.jpg,Almansa,+1898-10-09T00:00:00Z,+1974-10-13T00:00:00Z,,,,,8779,Q562
Hernán Díaz Arrieta,Hernán Díaz Arrieta,Chile,http://commons.wikimedia.org/wiki/Special:FilePath/Alone%201916.JPG,Santiago,+1891-05-11T00:00:00Z,+1984-01-24T00:00:00Z,,,,"Premio Nacional de Literatura, Premio Atenea",3669,Q563
Hernán del Solar,Hernán del Solar,Chile,http://commons.wikimedia.org/wiki/Special:FilePath/Hern%C3%A1n%20del%20Solar.png,Santiago,+1901-09-19T00:00:00Z,+1985-01-22T00:00:00Z,Poesía,,,Premio Nacional de Literatura,10750,Q564
Hilario Ascasubi,Hilario Ascasubi,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/HilarioAscasubi.JPG,Bell Ville,+1807-01-14T00:00:00Z,+1875-11-17T00:00:00Z,Poesía,,,,45,Q565
Horatio Alger,Horatio Alger,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Horatio%20Alger%20Jr.jpg,Chelsea,+1832-01-13T00:00:00Z,+1899-07-18T00:00:00Z,,,,,467,Q566
Hortensio Félix Paravicino,Hortensio Félix Paravicino,España,http://commons.wikimedia.org/wiki/Special:FilePath/ElGreco-HortensioParavicino.jpeg,Madrid,+1580-10-22T00:00:00Z,+1633-12-12T00:00:00Z,,,,,70424,Q567
Hugo Gutiérrez Vega,Hugo Gutiérrez Vega,México,http://commons.wikimedia.org/wiki/Special:FilePath/Hugo%20Guti%C3%A9rrez%20Vega%2010-hugogtrzvg.jpg,Guadalajara,+1934-02-11T00:00:00Z,+2015-09-25T00:00:00Z,,,,"Premio Nacional de Ciencias y Artes, Premio Xavier Villaurrutia, Premio Nacional de Poesía Aguascalientes",34398,Q568
Hugo Wast,Hugo Wast,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/Hugo%20Wast.JPG,Córdoba,+1883-10-22T00:00:00Z,+1962-03-28T00:00:00Z,,,,Gran Cruz de la Orden Civil de Alfonso X el Sabio,13057,Q569
Héctor Pedro Bloomberg,Héctor Pedro Bloomberg,Argentina,http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%A9ctor%20Pedro%20Blomberg.JPG,Buenos Aires,+1889-03-18T00:00:00Z,+1955-04-03T00:00:00Z,Poesía,,,,57451,Q570
Hérib Campos Cervera,Hérib Campos Cervera,Paraguay,http://commons.wikimedia.org/wiki/Special:FilePath/Stamps%20of%20Paraguay%2C%202005-10.jpg,Asunción,+1905-03-30T00:00:00Z,+1953-08-28T00:00:00Z,,,,,3637,Q571
Ignacio Aldecoa,Ignacio Aldecoa,España,http://commons.wikimedia.org/wiki/Special:FilePath/Ignacio%20aldecoa%20%28estatua%29.jpg,Vitoria,+1925-07-24T00:00:00Z,+1969-11-15T00:00:00Z,Novela,Generación del 50,,Premio de la Crítica Española,2941,Q572
Ignacio Manuel Altamirano Basilio,Ignacio Manuel Altamirano Basilio,México,http://commons.wikimedia.org/wiki/Special:FilePath/Ignacio%20Manuel%20Altamirano%20Basilio.jpg,Tixtla de Guerrero,+1834-11-13T00:00:00Z,+1893-02-13T00:00:00Z,"Novela, Cuento",,,,75265,Q573
Ignacio Mariscal,Ignacio Mariscal,México,http://commons.wikimedia.org/wiki/Special:FilePath/Ignacio-Mariscal.jpg,Oaxaca de Juárez,+1829-07-05T00:00:00Z,+1910-04-17T00:00:00Z,,,,,37100,Q574
Ignacio Ramírez,Ignacio Ramírez,México,http://commons.wikimedia.org/wiki/Special:FilePath/Ignacio%20Ram%C3%ADrez.jpg,San Miguel de Allende,+1818-06-22T00:00:00Z,+1879-06-15T00:00:00Z,,,,,10147,Q575
Ildefonso Antonio Bermejo,Ildefonso Antonio Bermejo,España,http://commons.wikimedia.org/wiki/Special:FilePath/Leopoldo%20l%C3%B3pez-Retrato%20de%20Ildefonso%20Antonio%20Bermejo.jpg,Cádiz,+1820-01-01T00:00:00Z,+1892-01-01T00:00:00Z,,,,,30661,Q576
Ildefonso Manuel Gil,Ildefonso Manuel Gil,España,http://commons.wikimedia.org/wiki/Special:FilePath/Ildefonso%20Manuel%20Gil.jpg,Paniza,+1912-01-22T00:00:00Z,+2003-04-28T00:00:00Z,Poesía,,,,10575,Q577
Inca Garcilaso de la Vega,Inca Garcilaso de la Vega,España,http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20del%20Inca%20Garcilaso%20de%20la%20Vega%20%2810949628505%29.jpg,Cusco,+1539-04-12T00:00:00Z,+1616-04-22T00:00:00Z,Prosa,,,,64,Q578
Iris Murdoch,Iris Murdoch,Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/Iris-Murdoch.jpg,Dublín,+1919-07-15T00:00:00Z,+1999-02-08T00:00:00Z,,,,"Premio Booker, Premio James Tait Black, Dama Comandante de la Orden del Imperio británico",65335,Q579
Isabel Oyarzábal,Isabel Oyarzábal,España,http://commons.wikimedia.org/wiki/Special:FilePath/Isabel-oyarzabal-kmPD-U501199418567FCC-624x385%40Diario%20Sur.jpg,Málaga,+1878-01-01T00:00:00Z,+1974-05-28T00:00:00Z,,,,,70802,Q582
Isabel de Villena,Isabel de Villena,Corona de Aragón,http://commons.wikimedia.org/wiki/Special:FilePath/Murals%20Espinar%202018%20-%20Bat%C3%A0%2C%20Muro%20d%27Alcoi%20%288%29.jpg,Valencia,+1430-01-01T00:00:00Z,+1490-07-02T00:00:00Z,,,,,1404,Q583
Isidoro de Hoyos y de la Torre,Isidoro de Hoyos y de la Torre,España,http://commons.wikimedia.org/wiki/Special:FilePath/Isidoro%20de%20Hoyos%20y%20de%20la%20Torre%20%281892%29%20retrato.png,Cantabria,+1837-01-23T00:00:00Z,+1900-04-08T00:00:00Z,,,,,11462,Q584
Isidoro de Sevilla,Isidoro de Sevilla,Reino visigodo de Toledo,http://commons.wikimedia.org/wiki/Special:FilePath/Isidore%20de%20S%C3%A9ville.jpg,Cartagena,+0560-01-01T00:00:00Z,+0636-04-07T00:00:00Z,,,"Etimologías, Historia de regibus Gothorum, Vandalorum et Suevorum",,30453,Q585
Isidro Fabela,Isidro Fabela,México,http://commons.wikimedia.org/wiki/Special:FilePath/Fotigraf%C3%ADa%20de%20Isidro%20Fabela.jpg,Atlacomulco,+1882-06-28T00:00:00Z,+1964-08-12T00:00:00Z,,,,"Medalla Belisario Domínguez del Senado de la República, doctorado honoris causa por la Universidad Nacional Autónoma de México",75015,Q586
J. R. R. Tolkien,J. R. R. Tolkien,Reino Unido,http://commons.wikimedia.org/wiki/Special:FilePath/Tolkien%201916.jpg,Bloemfontein,+1892-01-03T00:00:00Z,+1973-09-02T00:00:00Z,"Fantasía, Ciencia de la Literatura, Poesía, Prosa, Traducción, Literatura infantil",Inklings,"El Silmarillion, Beowulf: los monstruos y los críticos, Las aventuras de Tom Bombadil y otros poemas de El Libro Rojo, Árbol y Hoja, Roverandom, El Señor de los Anillos, El hobbit","Nébula al mejor guion, premio Hugo a la mejor presentación dramática, formato largo, premio Hugo a la mejor presentación dramática, Premio Prometheus, Premio Locus a la mejor novela de fantasía, Comendador de la Orden del Imperio británico, Premio Prometheus en la categoría Hall of Fame, miembro de la Real Sociedad de Literatura",13815,Q587
Jacinto Benavente,Jacinto Benavente,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jacinto%20Benavente%20y%20Martinez.jpg,Madrid,+1866-08-12T00:00:00Z,+1954-07-14T00:00:00Z,"Teatro, Dramaturgia",,,"Premio Nobel de Literatura, Medalla al Mérito en el Trabajo, Gran Cruz de la Orden Civil de Alfonso X el Sabio, Gran Cruz de la Orden Civil de Alfonso XII, Hijo Predilecto de Madrid, premio Mariano de Cavia",8412,Q588
Jacinto Labaila y González,Jacinto Labaila y González,España,http://commons.wikimedia.org/wiki/Special:FilePath/1892-06-04%2C%20Madrid%20C%C3%B3mico%2C%20Jacinto%20Labaila%2C%20Cilla%20%28cropped%29.jpg,Valencia,+1833-01-01T00:00:00Z,+1895-01-01T00:00:00Z,Teatro,,Los miserables (1887),,3560,Q589
Jacinto Octavio Picón,Jacinto Octavio Picón,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jacinto%20Octavio%20Pic%C3%B3n%20%28Museo%20del%20Prado%29.jpg,Madrid,+1852-01-01T00:00:00Z,+1923-01-01T00:00:00Z,Costumbrismo,,,,41,Q590
Jack Kerouac,Jack Kerouac,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Kerouac%20by%20Palumbo.jpg,Lowell,+1922-03-12T00:00:00Z,+1969-10-21T00:00:00Z,,Generación beat,En el camino,,39935,Q591
Jack London,Jack London,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/JackLondon02.jpeg,San Francisco,+1876-01-12T00:00:00Z,+1916-11-22T00:00:00Z,"Naturalismo, Novela de aventuras",,"Colmillo blanco, La llamada de la selva, Encender una hoguera, La gente del abismo, El lobo de mar, Martin Eden",,1734,Q592
Jacob Abbott,Jacob Abbott,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Abbott.jpg,Hallowell,+1803-11-14T00:00:00Z,+1879-10-31T00:00:00Z,,,,,891,Q593
Jaime Balmes,Jaime Balmes,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jaime%20Balmes%20%28Real%20Academia%20de%20la%20Historia%29%2C%20cropped.jpg,Vich,+1810-08-28T00:00:00Z,+1848-07-09T00:00:00Z,,,,,1123,Q594
Jaime Gil de Biedma,Jaime Gil de Biedma,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jaime%20Gil%20de%20Bieldma.jpg,Barcelona,+1929-11-13T00:00:00Z,+1990-01-08T00:00:00Z,Poesía,Generación del 50,,,2956,Q595
Jaime Mendoza Gonzáles,Jaime Mendoza Gonzáles,Bolivia,http://commons.wikimedia.org/wiki/Special:FilePath/Jaime%20Mendoza.png,Sucre,+1874-07-25T00:00:00Z,+1939-01-26T00:00:00Z,,,,,13009,Q596
Jaime Torres Bodet,Jaime Torres Bodet,México,http://commons.wikimedia.org/wiki/Special:FilePath/JAIME%20TORRES%20BODET%201902%2C%20ESCRITOR%2C%20POETA%20Y%20POLITICO%20MEXICANO%20%2813451293993%29.jpg,Barcelona,+1902-04-17T00:00:00Z,+1974-05-13T00:00:00Z,,,,"Medalla Belisario Domínguez del Senado de la República, Premio Nacional de Ciencias y Artes, Premio Mazatlán de Literatura, Gran Cruz de la Legión de Honor, doctorado honoris causa por la Universidad Nacional Autónoma de México",10202,Q597
James Fenimore Cooper,James Fenimore Cooper,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Fenimore%20Cooper%20by%20Jarvis.jpg,Burlington,+1789-09-15T00:00:00Z,+1851-09-14T00:00:00Z,Novela de aventuras,,El último mohicano,,611,Q598
James Joyce,James Joyce,Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Joyce%20by%20Alex%20Ehrenzweig%2C%201915%20cropped.jpg,Rathgar,+1882-02-02T00:00:00Z,+1941-01-13T00:00:00Z,,,"Finnegans Wake, Ulises, Dublineses, Retrato del artista adolescente, Poemas manzanas, Stephen el héroe, Exiliados",,394,Q599
James Mill,James Mill,Reino Unido de Gran Bretaña e Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Mill.jpg,Angus,+1773-04-06T00:00:00Z,+1836-06-23T00:00:00Z,,Liberalismo,,,72945,Q600
James Steuart,James Steuart,Reino de Gran Bretaña,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20James%20Denham%20Steuart.%201713-1780.gif,Edimburgo,+1712-10-21T00:00:00Z,+1780-11-26T00:00:00Z,,,,,73284,Q601
James Thomas Farrell,James Thomas Farrell,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/James%20T.%20Farrell%201950s.jpg,Chicago,+1904-02-27T00:00:00Z,+1979-08-22T00:00:00Z,,,,"Beca Guggenheim, premio literario de la Universidad de San Luis",83116,Q602
James Ussher,James Ussher,Irlanda,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Ussher%20by%20Sir%20Peter%20Lely.jpg,Dublín,+1581-01-14T00:00:00Z,+1656-03-21T00:00:00Z,,,,,62957,Q603
Jane Addamsn,Jane Addamsn,Estados Unidos,http://commons.wikimedia.org/wiki/Special:FilePath/Jane%20Addams%20-%20Bain%20News%20Service.jpg,Cedarville,+1860-09-06T00:00:00Z,+1935-05-21T00:00:00Z,,"Socialismo, Pacifismo, Suffragette",,"Premio Nobel de la Paz, Salón de la Fama para Americanos Ilustres, Salón Nacional de la Fama de Mujeres",379,Q604
Jane Austen,Jane Austen,Reino de Gran Bretaña,http://commons.wikimedia.org/wiki/Special:FilePath/CassandraAusten-JaneAusten%28c.1810%29%20hires.jpg,Steventon,+1775-12-16T00:00:00Z,+1817-07-18T00:00:00Z,"Novela romántica, Literatura gótica",,"Orgullo y prejuicio, Emma, Sense and Sensibility, Persuasión, Mansfield Park, La abadía de Northanger",,471,Q605
Jaume Bofill,Jaume Bofill,España,http://commons.wikimedia.org/wiki/Special:FilePath/Jaume%20Bofill%200888.JPG,Olot,+1878-08-30T00:00:00Z,+1933-04-02T00:00:00Z,,,,,45888,Q606
Javier de Burgos y Sarragoiti,Javier de Burgos y Sarragoiti,España,http://commons.wikimedia.org/wiki/Special:FilePath/Javier%20de%20Burgos%2C%20de%20Compa%C3%B1y%2C%20Blanco%20y%20Negro%2C%2015-03-1902.jpg,El Puerto de Santa María,+1842-01-01T00:00:00Z,+1902-01-01T00:00:00Z,,,,,2723,Q607
Jean Cassou,Jean Cassou,España,http://commons.wikimedia.org/wiki/Special:FilePath/Stevan%20Kragujevic%2C%20francuski%20pisac%20Jean%20Cassou%20u%20Beogradu%2C%2012.%20februara%201963.jpg,Deusto,+1897-07-09T00:00:00Z,+1986-01-16T00:00:00Z,,,,"Premio Príncipe Pedro, Compañero de la Liberación, Premio de Literatura de la SGDL, Medalla de Oro al Mérito en las Bellas Artes",42334,Q608
Jean Rhys,Jean Rhys,Dominica,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Rhys%20%28left%2C%20in%20hat%29%20with%20Mollie%20Stoner%2C%20Velthams%2C%201970s%20B%20%28cropped%29.jpg,Roseau,+1890-08-24T00:00:00Z,+1979-05-14T00:00:00Z,,,,,10136,Q609
Jean-Pierre Claris de Florian,Jean-Pierre Claris de Florian,Francia,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Pierre%20Claris%20de%20Florian.jpg,Sauve,+1755-03-06T00:00:00Z,+1794-09-13T00:00:00Z,,,,,65142,Q610
